Title
Annual Visitation and Record Year by Park (1904 - Last Calendar Year)

RegionName,ParkName,ParkType,Year,TRV
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1998,"2,935,043"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1997,"2,957,698"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1996,"3,540,375"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1995,"3,457,002"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1994,"3,472,026"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1993,"2,844,674"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1992,"2,325,277"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1991,"1,660,563"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1990,"1,762,950"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1989,"1,668,113"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1988,"1,691,810"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1987,"1,533,016"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1986,"1,670,336"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1985,"1,499,103"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1984,"813,317"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1983,"1,081,924"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1982,"665,192"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1981,"471,051"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1980,"345,956"
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1979,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1978,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1977,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1976,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1975,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1974,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1973,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1972,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1971,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1970,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1969,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1968,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1967,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1966,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1965,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1964,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1963,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1962,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1961,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1960,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1959,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1958,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1957,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1956,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1955,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1954,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1953,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1952,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1951,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1950,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1949,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1948,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1947,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1946,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1945,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1944,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1943,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1942,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1941,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1940,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1939,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1938,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1937,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1936,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1935,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1934,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1933,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1932,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1931,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1930,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1929,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1928,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1927,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1926,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1925,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1924,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1923,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1922,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1921,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1920,
Southeast  Region,Chattahoochee River NRA,National Recreation Area,1919,
Southeast  Region,Congaree NP,National Park,2024,"242,049"
Southeast  Region,Congaree NP,National Park,2023,"250,114"
Southeast  Region,Congaree NP,National Park,2022,"204,522"
Southeast  Region,Congaree NP,National Park,2021,"215,181"
Southeast  Region,Congaree NP,National Park,2020,"119,306"
Southeast  Region,Congaree NP,National Park,2019,"159,445"
Southeast  Region,Congaree NP,National Park,2018,"145,929"
Southeast  Region,Congaree NP,National Park,2017,"159,595"
Southeast  Region,Congaree NP,National Park,2016,"143,843"
Southeast  Region,Congaree NP,National Park,2015,"87,513"
Southeast  Region,Congaree NP,National Park,2014,"120,122"
Southeast  Region,Congaree NP,National Park,2013,"120,340"
Southeast  Region,Congaree NP,National Park,2012,"109,685"
Southeast  Region,Congaree NP,National Park,2011,"120,166"
Southeast  Region,Congaree NP,National Park,2010,"121,208"
Southeast  Region,Congaree NP,National Park,2009,"122,970"
Southeast  Region,Congaree NP,National Park,2008,"104,913"
Southeast  Region,Congaree NP,National Park,2007,"115,524"
Southeast  Region,Congaree NP,National Park,2006,"134,045"
Southeast  Region,Congaree NP,National Park,2005,"84,301"
Southeast  Region,Congaree NP,National Park,2004,"126,247"
Southeast  Region,Congaree NP,National Park,2003,"107,114"
Southeast  Region,Congaree NP,National Park,2002,"101,620"
Southeast  Region,Congaree NP,National Park,2001,"119,738"
Southeast  Region,Congaree NP,National Park,2000,"95,619"
Southeast  Region,Congaree NP,National Park,1999,"82,223"
Southeast  Region,Congaree NP,National Park,1998,"93,725"
Southeast  Region,Congaree NP,National Park,1997,"70,716"
Southeast  Region,Congaree NP,National Park,1996,"62,614"
Southeast  Region,Congaree NP,National Park,1995,"67,949"
Southeast  Region,Congaree NP,National Park,1994,"67,756"
Southeast  Region,Congaree NP,National Park,1993,"54,669"
Southeast  Region,Congaree NP,National Park,1992,"40,018"
Southeast  Region,Congaree NP,National Park,1991,"30,975"
Southeast  Region,Congaree NP,National Park,1990,"23,223"
Southeast  Region,Congaree NP,National Park,1989,"25,445"
Southeast  Region,Congaree NP,National Park,1988,"26,257"
Southeast  Region,Congaree NP,National Park,1987,"20,312"
Southeast  Region,Congaree NP,National Park,1986,"16,508"
Southeast  Region,Congaree NP,National Park,1985,"12,332"
Southeast  Region,Congaree NP,National Park,1984,
Southeast  Region,Congaree NP,National Park,1983,
Southeast  Region,Congaree NP,National Park,1982,
Southeast  Region,Congaree NP,National Park,1981,
Southeast  Region,Congaree NP,National Park,1980,
Southeast  Region,Congaree NP,National Park,1979,
Southeast  Region,Congaree NP,National Park,1978,
Southeast  Region,Congaree NP,National Park,1977,
Southeast  Region,Congaree NP,National Park,1976,
Southeast  Region,Congaree NP,National Park,1975,
Southeast  Region,Congaree NP,National Park,1974,
Southeast  Region,Congaree NP,National Park,1973,
Southeast  Region,Congaree NP,National Park,1972,
Southeast  Region,Congaree NP,National Park,1971,
Southeast  Region,Congaree NP,National Park,1970,
Southeast  Region,Congaree NP,National Park,1969,
Southeast  Region,Congaree NP,National Park,1968,
Southeast  Region,Congaree NP,National Park,1967,
Southeast  Region,Congaree NP,National Park,1966,
Southeast  Region,Congaree NP,National Park,1965,
Southeast  Region,Congaree NP,National Park,1964,
Southeast  Region,Congaree NP,National Park,1963,
Southeast  Region,Congaree NP,National Park,1962,
Southeast  Region,Congaree NP,National Park,1961,
Southeast  Region,Congaree NP,National Park,1960,
Southeast  Region,Congaree NP,National Park,1959,
Southeast  Region,Congaree NP,National Park,1958,
Southeast  Region,Congaree NP,National Park,1957,
Southeast  Region,Congaree NP,National Park,1956,
Southeast  Region,Congaree NP,National Park,1955,
Southeast  Region,Congaree NP,National Park,1954,
Southeast  Region,Congaree NP,National Park,1953,
Southeast  Region,Congaree NP,National Park,1952,
Southeast  Region,Congaree NP,National Park,1951,
Southeast  Region,Congaree NP,National Park,1950,
Southeast  Region,Congaree NP,National Park,1949,
Southeast  Region,Congaree NP,National Park,1948,
Southeast  Region,Congaree NP,National Park,1947,
Southeast  Region,Congaree NP,National Park,1946,
Southeast  Region,Congaree NP,National Park,1945,
Southeast  Region,Congaree NP,National Park,1944,
Southeast  Region,Congaree NP,National Park,1943,
Southeast  Region,Congaree NP,National Park,1942,
Southeast  Region,Congaree NP,National Park,1941,
Southeast  Region,Congaree NP,National Park,1940,
Southeast  Region,Congaree NP,National Park,1939,
Southeast  Region,Congaree NP,National Park,1938,
Southeast  Region,Congaree NP,National Park,1937,
Southeast  Region,Congaree NP,National Park,1936,
Southeast  Region,Congaree NP,National Park,1935,
Southeast  Region,Congaree NP,National Park,1934,
Southeast  Region,Congaree NP,National Park,1933,
Southeast  Region,Congaree NP,National Park,1932,
Southeast  Region,Congaree NP,National Park,1931,
Southeast  Region,Congaree NP,National Park,1930,
Southeast  Region,Congaree NP,National Park,1929,
Southeast  Region,Congaree NP,National Park,1928,
Southeast  Region,Congaree NP,National Park,1927,
Southeast  Region,Congaree NP,National Park,1926,
Southeast  Region,Congaree NP,National Park,1925,
Southeast  Region,Congaree NP,National Park,1924,
Southeast  Region,Congaree NP,National Park,1923,
Southeast  Region,Congaree NP,National Park,1922,
Southeast  Region,Congaree NP,National Park,1921,
Southeast  Region,Congaree NP,National Park,1920,
Southeast  Region,Congaree NP,National Park,1919,
Southeast  Region,Dry Tortugas NP,National Park,2024,"84,873"
Southeast  Region,Dry Tortugas NP,National Park,2023,"84,285"
Southeast  Region,Dry Tortugas NP,National Park,2022,"78,488"
Southeast  Region,Dry Tortugas NP,National Park,2021,"83,817"
Southeast  Region,Dry Tortugas NP,National Park,2020,"48,543"
Southeast  Region,Dry Tortugas NP,National Park,2019,"79,200"
Southeast  Region,Dry Tortugas NP,National Park,2018,"56,810"
Southeast  Region,Dry Tortugas NP,National Park,2017,"54,281"
Southeast  Region,Dry Tortugas NP,National Park,2016,"73,661"
Southeast  Region,Dry Tortugas NP,National Park,2015,"70,862"
Southeast  Region,Dry Tortugas NP,National Park,2014,"64,865"
Southeast  Region,Dry Tortugas NP,National Park,2013,"58,401"
Southeast  Region,Dry Tortugas NP,National Park,2012,"60,550"
Southeast  Region,Dry Tortugas NP,National Park,2011,"75,171"
Southeast  Region,Dry Tortugas NP,National Park,2010,"53,890"
Southeast  Region,Dry Tortugas NP,National Park,2009,"52,011"
Southeast  Region,Dry Tortugas NP,National Park,2008,"63,947"
Southeast  Region,Dry Tortugas NP,National Park,2007,"60,895"
Southeast  Region,Dry Tortugas NP,National Park,2006,"64,122"
Southeast  Region,Dry Tortugas NP,National Park,2005,"61,765"
Southeast  Region,Dry Tortugas NP,National Park,2004,"67,917"
Southeast  Region,Dry Tortugas NP,National Park,2003,"74,741"
Southeast  Region,Dry Tortugas NP,National Park,2002,"79,582"
Southeast  Region,Dry Tortugas NP,National Park,2001,"79,186"
Southeast  Region,Dry Tortugas NP,National Park,2000,"83,704"
Southeast  Region,Dry Tortugas NP,National Park,1999,"74,186"
Southeast  Region,Dry Tortugas NP,National Park,1998,"60,136"
Southeast  Region,Dry Tortugas NP,National Park,1997,"47,224"
Southeast  Region,Dry Tortugas NP,National Park,1996,"35,127"
Southeast  Region,Dry Tortugas NP,National Park,1995,"32,870"
Southeast  Region,Dry Tortugas NP,National Park,1994,"16,736"
Southeast  Region,Dry Tortugas NP,National Park,1993,"24,020"
Southeast  Region,Dry Tortugas NP,National Park,1992,"21,581"
Southeast  Region,Dry Tortugas NP,National Park,1991,"18,231"
Southeast  Region,Dry Tortugas NP,National Park,1990,"19,402"
Southeast  Region,Dry Tortugas NP,National Park,1989,"19,441"
Southeast  Region,Dry Tortugas NP,National Park,1988,"16,937"
Southeast  Region,Dry Tortugas NP,National Park,1987,"16,315"
Southeast  Region,Dry Tortugas NP,National Park,1986,"15,379"
Southeast  Region,Dry Tortugas NP,National Park,1985,"13,213"
Southeast  Region,Dry Tortugas NP,National Park,1984,"11,900"
Southeast  Region,Dry Tortugas NP,National Park,1983,"11,004"
Southeast  Region,Dry Tortugas NP,National Park,1982,"10,700"
Southeast  Region,Dry Tortugas NP,National Park,1981,"10,150"
Southeast  Region,Dry Tortugas NP,National Park,1980,"8,644"
Southeast  Region,Dry Tortugas NP,National Park,1979,"9,076"
Southeast  Region,Dry Tortugas NP,National Park,1978,"10,361"
Southeast  Region,Dry Tortugas NP,National Park,1977,"11,600"
Southeast  Region,Dry Tortugas NP,National Park,1976,"8,900"
Southeast  Region,Dry Tortugas NP,National Park,1975,"9,700"
Southeast  Region,Dry Tortugas NP,National Park,1974,"5,100"
Southeast  Region,Dry Tortugas NP,National Park,1973,"6,100"
Southeast  Region,Dry Tortugas NP,National Park,1972,"5,066"
Southeast  Region,Dry Tortugas NP,National Park,1971,"4,000"
Southeast  Region,Dry Tortugas NP,National Park,1970,"12,900"
Southeast  Region,Dry Tortugas NP,National Park,1969,"6,900"
Southeast  Region,Dry Tortugas NP,National Park,1968,"9,000"
Southeast  Region,Dry Tortugas NP,National Park,1967,"22,100"
Southeast  Region,Dry Tortugas NP,National Park,1966,"35,300"
Southeast  Region,Dry Tortugas NP,National Park,1965,"32,200"
Southeast  Region,Dry Tortugas NP,National Park,1964,"43,200"
Southeast  Region,Dry Tortugas NP,National Park,1963,"26,200"
Southeast  Region,Dry Tortugas NP,National Park,1962,"7,700"
Southeast  Region,Dry Tortugas NP,National Park,1961,"14,400"
Southeast  Region,Dry Tortugas NP,National Park,1960,"8,900"
Southeast  Region,Dry Tortugas NP,National Park,1959,"4,400"
Southeast  Region,Dry Tortugas NP,National Park,1958,"4,200"
Southeast  Region,Dry Tortugas NP,National Park,1957,"3,600"
Southeast  Region,Dry Tortugas NP,National Park,1956,"5,000"
Southeast  Region,Dry Tortugas NP,National Park,1955,"4,300"
Southeast  Region,Dry Tortugas NP,National Park,1954,"6,200"
Southeast  Region,Dry Tortugas NP,National Park,1953,"6,708"
Southeast  Region,Dry Tortugas NP,National Park,1952,"4,376"
Southeast  Region,Dry Tortugas NP,National Park,1951,"5,405"
Southeast  Region,Dry Tortugas NP,National Park,1950,"7,025"
Southeast  Region,Dry Tortugas NP,National Park,1949,"7,355"
Southeast  Region,Dry Tortugas NP,National Park,1948,"5,968"
Southeast  Region,Dry Tortugas NP,National Park,1947,"6,685"
Southeast  Region,Dry Tortugas NP,National Park,1946,"8,787"
Southeast  Region,Dry Tortugas NP,National Park,1945,"2,154"
Southeast  Region,Dry Tortugas NP,National Park,1944,0
Southeast  Region,Dry Tortugas NP,National Park,1943,0
Southeast  Region,Dry Tortugas NP,National Park,1942,0
Southeast  Region,Dry Tortugas NP,National Park,1941,757
Southeast  Region,Dry Tortugas NP,National Park,1940,"1,141"
Southeast  Region,Dry Tortugas NP,National Park,1939,"1,500"
Southeast  Region,Dry Tortugas NP,National Park,1938,"1,130"
Southeast  Region,Dry Tortugas NP,National Park,1937,706
Southeast  Region,Dry Tortugas NP,National Park,1936,
Southeast  Region,Dry Tortugas NP,National Park,1935,
Southeast  Region,Dry Tortugas NP,National Park,1934,
Southeast  Region,Dry Tortugas NP,National Park,1933,
Southeast  Region,Dry Tortugas NP,National Park,1932,
Southeast  Region,Dry Tortugas NP,National Park,1931,
Southeast  Region,Dry Tortugas NP,National Park,1930,
Southeast  Region,Dry Tortugas NP,National Park,1929,
Southeast  Region,Dry Tortugas NP,National Park,1928,
Southeast  Region,Dry Tortugas NP,National Park,1927,
Southeast  Region,Dry Tortugas NP,National Park,1926,
Southeast  Region,Dry Tortugas NP,National Park,1925,
Southeast  Region,Dry Tortugas NP,National Park,1924,
Southeast  Region,Dry Tortugas NP,National Park,1923,
Southeast  Region,Dry Tortugas NP,National Park,1922,
Southeast  Region,Dry Tortugas NP,National Park,1921,
Southeast  Region,Dry Tortugas NP,National Park,1920,
Southeast  Region,Dry Tortugas NP,National Park,1919,
Southeast  Region,Everglades NP,National Park,2024,"741,983"
Southeast  Region,Everglades NP,National Park,2023,"810,189"
Southeast  Region,Everglades NP,National Park,2022,"1,155,193"
Southeast  Region,Everglades NP,National Park,2021,"942,130"
Southeast  Region,Everglades NP,National Park,2020,"702,319"
Southeast  Region,Everglades NP,National Park,2019,"1,118,300"
Southeast  Region,Everglades NP,National Park,2018,"597,124"
Southeast  Region,Everglades NP,National Park,2017,"1,018,557"
Southeast  Region,Everglades NP,National Park,2016,"930,907"
Southeast  Region,Everglades NP,National Park,2015,"1,077,427"
Southeast  Region,Everglades NP,National Park,2014,"1,110,901"
Southeast  Region,Everglades NP,National Park,2013,"1,047,116"
Southeast  Region,Everglades NP,National Park,2012,"1,141,906"
Southeast  Region,Everglades NP,National Park,2011,"934,351"
Southeast  Region,Everglades NP,National Park,2010,"915,538"
Southeast  Region,Everglades NP,National Park,2009,"900,882"
Southeast  Region,Everglades NP,National Park,2008,"822,118"
Southeast  Region,Everglades NP,National Park,2007,"1,074,764"
Southeast  Region,Everglades NP,National Park,2006,"954,022"
Southeast  Region,Everglades NP,National Park,2005,"1,233,837"
Southeast  Region,Everglades NP,National Park,2004,"1,181,355"
Southeast  Region,Everglades NP,National Park,2003,"1,040,648"
Southeast  Region,Everglades NP,National Park,2002,"968,909"
Southeast  Region,Everglades NP,National Park,2001,"1,049,851"
Southeast  Region,Everglades NP,National Park,2000,"995,390"
Southeast  Region,Everglades NP,National Park,1999,"1,073,982"
Southeast  Region,Everglades NP,National Park,1998,"1,118,215"
Southeast  Region,Everglades NP,National Park,1997,"989,532"
Southeast  Region,Everglades NP,National Park,1996,"890,167"
Southeast  Region,Everglades NP,National Park,1995,"820,466"
Southeast  Region,Everglades NP,National Park,1994,"886,455"
Southeast  Region,Everglades NP,National Park,1993,"973,706"
Southeast  Region,Everglades NP,National Park,1992,"1,025,686"
Southeast  Region,Everglades NP,National Park,1991,"1,292,014"
Southeast  Region,Everglades NP,National Park,1990,"957,925"
Southeast  Region,Everglades NP,National Park,1989,"913,372"
Southeast  Region,Everglades NP,National Park,1988,"1,026,188"
Southeast  Region,Everglades NP,National Park,1987,"787,493"
Southeast  Region,Everglades NP,National Park,1986,"739,072"
Southeast  Region,Everglades NP,National Park,1985,"697,646"
Southeast  Region,Everglades NP,National Park,1984,"628,658"
Southeast  Region,Everglades NP,National Park,1983,"577,439"
Southeast  Region,Everglades NP,National Park,1982,"550,168"
Southeast  Region,Everglades NP,National Park,1981,"564,721"
Southeast  Region,Everglades NP,National Park,1980,"744,244"
Southeast  Region,Everglades NP,National Park,1979,"718,102"
Southeast  Region,Everglades NP,National Park,1978,"923,714"
Southeast  Region,Everglades NP,National Park,1977,"948,000"
Southeast  Region,Everglades NP,National Park,1976,"955,700"
Southeast  Region,Everglades NP,National Park,1975,"782,400"
Southeast  Region,Everglades NP,National Park,1974,"781,200"
Southeast  Region,Everglades NP,National Park,1973,"1,044,000"
Southeast  Region,Everglades NP,National Park,1972,"1,534,328"
Southeast  Region,Everglades NP,National Park,1971,"1,100,500"
Southeast  Region,Everglades NP,National Park,1970,"1,273,500"
Southeast  Region,Everglades NP,National Park,1969,"1,187,200"
Southeast  Region,Everglades NP,National Park,1968,"1,251,500"
Southeast  Region,Everglades NP,National Park,1967,"1,098,300"
Southeast  Region,Everglades NP,National Park,1966,"1,017,100"
Southeast  Region,Everglades NP,National Park,1965,"977,600"
Southeast  Region,Everglades NP,National Park,1964,"792,600"
Southeast  Region,Everglades NP,National Park,1963,"669,200"
Southeast  Region,Everglades NP,National Park,1962,"626,100"
Southeast  Region,Everglades NP,National Park,1961,"566,800"
Southeast  Region,Everglades NP,National Park,1960,"579,200"
Southeast  Region,Everglades NP,National Park,1959,"500,200"
Southeast  Region,Everglades NP,National Park,1958,"443,300"
Southeast  Region,Everglades NP,National Park,1957,"344,700"
Southeast  Region,Everglades NP,National Park,1956,"267,000"
Southeast  Region,Everglades NP,National Park,1955,"247,100"
Southeast  Region,Everglades NP,National Park,1954,"218,000"
Southeast  Region,Everglades NP,National Park,1953,"206,773"
Southeast  Region,Everglades NP,National Park,1952,"168,621"
Southeast  Region,Everglades NP,National Park,1951,"142,971"
Southeast  Region,Everglades NP,National Park,1950,"123,405"
Southeast  Region,Everglades NP,National Park,1949,"94,927"
Southeast  Region,Everglades NP,National Park,1948,"7,482"
Southeast  Region,Everglades NP,National Park,1947,
Southeast  Region,Everglades NP,National Park,1946,
Southeast  Region,Everglades NP,National Park,1945,
Southeast  Region,Everglades NP,National Park,1944,
Southeast  Region,Everglades NP,National Park,1943,
Southeast  Region,Everglades NP,National Park,1942,
Southeast  Region,Everglades NP,National Park,1941,
Southeast  Region,Everglades NP,National Park,1940,
Southeast  Region,Everglades NP,National Park,1939,
Southeast  Region,Everglades NP,National Park,1938,
Southeast  Region,Everglades NP,National Park,1937,
Southeast  Region,Everglades NP,National Park,1936,
Southeast  Region,Everglades NP,National Park,1935,
Southeast  Region,Everglades NP,National Park,1934,
Southeast  Region,Everglades NP,National Park,1933,
Southeast  Region,Everglades NP,National Park,1932,
Southeast  Region,Everglades NP,National Park,1931,
Southeast  Region,Everglades NP,National Park,1930,
Southeast  Region,Everglades NP,National Park,1929,
Southeast  Region,Everglades NP,National Park,1928,
Southeast  Region,Everglades NP,National Park,1927,
Southeast  Region,Everglades NP,National Park,1926,
Southeast  Region,Everglades NP,National Park,1925,
Southeast  Region,Everglades NP,National Park,1924,
Southeast  Region,Everglades NP,National Park,1923,
Southeast  Region,Everglades NP,National Park,1922,
Southeast  Region,Everglades NP,National Park,1921,
Southeast  Region,Everglades NP,National Park,1920,
Southeast  Region,Everglades NP,National Park,1919,
Southeast  Region,Great Smoky Mountains NP,National Park,2024,"12,191,834"
Southeast  Region,Great Smoky Mountains NP,National Park,2023,"13,297,647"
Southeast  Region,Great Smoky Mountains NP,National Park,2022,"12,937,633"
Southeast  Region,Great Smoky Mountains NP,National Park,2021,"14,161,548"
Southeast  Region,Great Smoky Mountains NP,National Park,2020,"12,095,720"
Southeast  Region,Great Smoky Mountains NP,National Park,2019,"12,547,743"
Southeast  Region,Great Smoky Mountains NP,National Park,2018,"11,421,200"
Southeast  Region,Great Smoky Mountains NP,National Park,2017,"11,338,893"
Southeast  Region,Great Smoky Mountains NP,National Park,2016,"11,312,786"
Southeast  Region,Great Smoky Mountains NP,National Park,2015,"10,712,674"
Southeast  Region,Great Smoky Mountains NP,National Park,2014,"10,099,276"
Southeast  Region,Great Smoky Mountains NP,National Park,2013,"9,354,695"
Southeast  Region,Great Smoky Mountains NP,National Park,2012,"9,685,829"
Southeast  Region,Great Smoky Mountains NP,National Park,2011,"9,008,830"
Southeast  Region,Great Smoky Mountains NP,National Park,2010,"9,463,538"
Southeast  Region,Great Smoky Mountains NP,National Park,2009,"9,491,437"
Southeast  Region,Great Smoky Mountains NP,National Park,2008,"9,044,010"
Southeast  Region,Great Smoky Mountains NP,National Park,2007,"9,372,253"
Southeast  Region,Great Smoky Mountains NP,National Park,2006,"9,289,215"
Southeast  Region,Great Smoky Mountains NP,National Park,2005,"9,192,477"
Southeast  Region,Great Smoky Mountains NP,National Park,2004,"9,167,046"
Southeast  Region,Great Smoky Mountains NP,National Park,2003,"9,366,845"
Southeast  Region,Great Smoky Mountains NP,National Park,2002,"9,316,420"
Southeast  Region,Great Smoky Mountains NP,National Park,2001,"9,197,697"
Southeast  Region,Great Smoky Mountains NP,National Park,2000,"10,175,812"
Southeast  Region,Great Smoky Mountains NP,National Park,1999,"10,283,598"
Southeast  Region,Great Smoky Mountains NP,National Park,1998,"9,989,395"
Southeast  Region,Great Smoky Mountains NP,National Park,1997,"9,965,075"
Southeast  Region,Great Smoky Mountains NP,National Park,1996,"9,265,667"
Southeast  Region,Great Smoky Mountains NP,National Park,1995,"9,080,420"
Southeast  Region,Great Smoky Mountains NP,National Park,1994,"8,628,174"
Southeast  Region,Great Smoky Mountains NP,National Park,1993,"9,283,848"
Southeast  Region,Great Smoky Mountains NP,National Park,1992,"8,931,690"
Southeast  Region,Great Smoky Mountains NP,National Park,1991,"8,654,459"
Southeast  Region,Great Smoky Mountains NP,National Park,1990,"8,151,769"
Southeast  Region,Great Smoky Mountains NP,National Park,1989,"8,333,553"
Southeast  Region,Great Smoky Mountains NP,National Park,1988,"8,770,781"
Southeast  Region,Great Smoky Mountains NP,National Park,1987,"10,209,841"
Southeast  Region,Great Smoky Mountains NP,National Park,1986,"9,836,306"
Southeast  Region,Great Smoky Mountains NP,National Park,1985,"9,319,290"
Southeast  Region,Great Smoky Mountains NP,National Park,1984,"8,508,390"
Southeast  Region,Great Smoky Mountains NP,National Park,1983,"8,435,475"
Southeast  Region,Great Smoky Mountains NP,National Park,1982,"8,177,869"
Southeast  Region,Great Smoky Mountains NP,National Park,1981,"8,312,884"
Southeast  Region,Great Smoky Mountains NP,National Park,1980,"8,440,953"
Southeast  Region,Great Smoky Mountains NP,National Park,1979,"8,019,788"
Southeast  Region,Great Smoky Mountains NP,National Park,1978,"8,695,534"
Southeast  Region,Great Smoky Mountains NP,National Park,1977,"9,173,600"
Southeast  Region,Great Smoky Mountains NP,National Park,1976,"8,991,500"
Southeast  Region,Great Smoky Mountains NP,National Park,1975,"8,541,500"
Southeast  Region,Great Smoky Mountains NP,National Park,1974,"7,807,800"
Southeast  Region,Great Smoky Mountains NP,National Park,1973,"7,586,300"
Southeast  Region,Great Smoky Mountains NP,National Park,1972,"8,034,753"
Southeast  Region,Great Smoky Mountains NP,National Park,1971,"7,173,000"
Southeast  Region,Great Smoky Mountains NP,National Park,1970,"6,778,500"
Southeast  Region,Great Smoky Mountains NP,National Park,1969,"6,331,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1968,"6,667,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1967,"6,710,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1966,"6,466,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1965,"5,954,900"
Southeast  Region,Great Smoky Mountains NP,National Park,1964,"5,321,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1963,"5,258,700"
Southeast  Region,Great Smoky Mountains NP,National Park,1962,"5,209,800"
Southeast  Region,Great Smoky Mountains NP,National Park,1961,"4,762,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1960,"4,528,600"
Southeast  Region,Great Smoky Mountains NP,National Park,1959,"3,162,300"
Southeast  Region,Great Smoky Mountains NP,National Park,1958,"3,168,900"
Southeast  Region,Great Smoky Mountains NP,National Park,1957,"2,943,700"
